Datetime,Time (abs/ms),Time (rel/ms),Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fo',1:ETR-F.,1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm,1:AHum,1:Oxyg.,1:X1,1:X2,specimen_ID,subsample_ID
7/31/23 14:14,1.69E+12,3488292,7/31/23,14:14:32,FO,134,0,6,0,-,-,-,0.84,-,-,-,-,-,-,0,6,-,-,-,-,-,NA,NA
7/31/23 14:14,1.69E+12,3508384,7/31/23,14:14:52,FO,135,154,509,0,0.697,0,-,0.84,-,-,-,-,-,-,154,509,0.697,-,-,-,-,20230731-CARP-004,20230731-CARP-004-B
7/31/23 14:15,1.69E+12,3519314,7/31/23,14:15:03,FO,136,57,271,0,0.79,0,-,0.84,-,-,-,-,-,-,57,271,0.79,-,-,-,-,20230731-CARP-004,20230731-CARP-004-B
7/31/23 14:15,1.69E+12,3531682,7/31/23,14:15:16,FO,137,214,689,0,0.689,0,-,0.84,-,-,-,-,-,-,214,689,0.689,-,-,-,-,20230731-CARP-004,20230731-CARP-004-B
7/31/23 14:15,1.69E+12,3544466,7/31/23,14:15:28,FO,138,186,617,0,0.699,0,-,0.84,-,-,-,-,-,-,186,617,0.699,-,-,-,-,20230731-CARP-004,20230731-CARP-004-B
7/31/23 14:16,1.69E+12,3575483,7/31/23,14:15:59,FO,139,164,513,0,0.68,0,-,0.84,-,-,-,-,-,-,164,513,0.68,-,-,-,-,20230731-CARP-004,20230731-CARP-004-B
7/31/23 14:16,1.69E+12,3589722,7/31/23,14:16:14,FO,140,181,574,0,0.685,0,-,0.84,-,-,-,-,-,-,181,574,0.685,-,-,-,-,20230731-CARP-004,20230731-CARP-004-B
7/31/23 14:16,1.69E+12,3614707,7/31/23,14:16:39,FO,141,191,568,0,0.664,0,-,0.84,-,-,-,-,-,-,191,568,0.664,-,-,-,-,20230731-CARP-004,20230731-CARP-004-B
7/31/23 14:16,1.69E+12,3622823,7/31/23,14:16:47,FO,142,200,665,0,0.699,0,-,0.84,-,-,-,-,-,-,200,665,0.699,-,-,-,-,20230731-CARP-004,20230731-CARP-004-B
7/31/23 14:17,1.69E+12,3635689,7/31/23,14:17:00,FO,143,200,613,0,0.674,0,-,0.84,-,-,-,-,-,-,200,613,0.674,-,-,-,-,20230731-CARP-004,20230731-CARP-004-B
7/31/23 14:17,1.69E+12,3656297,7/31/23,14:17:20,FO,144,147,500,0,0.706,0,-,0.84,-,-,-,-,-,-,147,500,0.706,-,-,-,-,20230731-CARP-004,20230731-CARP-004-B
7/31/23 14:17,1.69E+12,3662181,7/31/23,14:17:26,FO,145,2,7,0,-,-,-,0.84,-,-,-,-,-,-,2,7,-,-,-,-,-,NA,NA
7/31/23 14:17,1.69E+12,3666100,7/31/23,14:17:30,FO,146,0,7,0,-,-,-,0.84,-,-,-,-,-,-,0,7,-,-,-,-,-,NA,NA
7/31/23 14:17,1.69E+12,3693357,7/31/23,14:17:57,FO,147,193,687,0,0.719,0,-,0.84,-,-,-,-,-,-,193,687,0.719,-,-,-,-,20230731-CARP-004,20230731-CARP-004-C
7/31/23 14:18,1.69E+12,3706675,7/31/23,14:18:11,FO,148,250,740,0,0.662,0,-,0.84,-,-,-,-,-,-,250,740,0.662,-,-,-,-,20230731-CARP-004,20230731-CARP-004-C
7/31/23 14:18,1.69E+12,3715988,7/31/23,14:18:20,FO,149,187,604,0,0.69,0,-,0.84,-,-,-,-,-,-,187,604,0.69,-,-,-,-,20230731-CARP-004,20230731-CARP-004-C
7/31/23 14:18,1.69E+12,3726224,7/31/23,14:18:30,FO,150,206,691,0,0.702,0,-,0.84,-,-,-,-,-,-,206,691,0.702,-,-,-,-,20230731-CARP-004,20230731-CARP-004-C
7/31/23 14:18,1.69E+12,3734352,7/31/23,14:18:38,FO,151,182,665,0,0.726,0,-,0.84,-,-,-,-,-,-,182,665,0.726,-,-,-,-,20230731-CARP-004,20230731-CARP-004-C
7/31/23 14:18,1.69E+12,3746046,7/31/23,14:18:50,FO,152,128,480,0,0.733,0,-,0.84,-,-,-,-,-,-,128,480,0.733,-,-,-,-,20230731-CARP-004,20230731-CARP-004-C
7/31/23 14:19,1.69E+12,3756194,7/31/23,14:19:00,FO,153,14,58,0,0.759,0,-,0.84,-,-,-,-,-,-,14,58,0.759,-,-,-,-,20230731-CARP-004,20230731-CARP-004-C
7/31/23 14:19,1.69E+12,3769529,7/31/23,14:19:14,FO,154,202,617,0,0.673,0,-,0.84,-,-,-,-,-,-,202,617,0.673,-,-,-,-,20230731-CARP-004,20230731-CARP-004-C
7/31/23 14:19,1.69E+12,3782793,7/31/23,14:19:27,FO,155,7,15,0,-,-,-,0.84,-,-,-,-,-,-,7,15,-,-,-,-,-,NA,NA
7/31/23 14:19,1.69E+12,3796324,7/31/23,14:19:40,FO,156,2,6,0,-,-,-,0.84,-,-,-,-,-,-,2,6,-,-,-,-,-,NA,NA
7/31/23 14:20,1.69E+12,3819618,7/31/23,14:20:04,FO,157,51,163,0,0.687,0,-,0.84,-,-,-,-,-,-,51,163,0.687,-,-,-,-,20230731-CARP-004,20230731-CARP-004-D
7/31/23 14:20,1.69E+12,3828206,7/31/23,14:20:12,FO,158,190,645,0,0.705,0,-,0.84,-,-,-,-,-,-,190,645,0.705,-,-,-,-,20230731-CARP-004,20230731-CARP-004-D
7/31/23 14:20,1.69E+12,3836693,7/31/23,14:20:21,FO,159,217,654,0,0.668,0,-,0.84,-,-,-,-,-,-,217,654,0.668,-,-,-,-,20230731-CARP-004,20230731-CARP-004-D
7/31/23 14:20,1.69E+12,3845578,7/31/23,14:20:30,FO,160,190,646,0,0.706,0,-,0.84,-,-,-,-,-,-,190,646,0.706,-,-,-,-,20230731-CARP-004,20230731-CARP-004-D
7/31/23 14:20,1.69E+12,3854028,7/31/23,14:20:38,FO,161,225,721,0,0.688,0,-,0.84,-,-,-,-,-,-,225,721,0.688,-,-,-,-,20230731-CARP-004,20230731-CARP-004-D
7/31/23 14:20,1.69E+12,3863011,7/31/23,14:20:47,FO,162,202,679,0,0.703,0,-,0.84,-,-,-,-,-,-,202,679,0.703,-,-,-,-,20230731-CARP-004,20230731-CARP-004-D
7/31/23 14:20,1.69E+12,3871306,7/31/23,14:20:55,FO,163,206,636,0,0.676,0,-,0.84,-,-,-,-,-,-,206,636,0.676,-,-,-,-,20230731-CARP-004,20230731-CARP-004-D
7/31/23 14:21,1.69E+12,3879782,7/31/23,14:21:04,FO,164,198,603,0,0.672,0,-,0.84,-,-,-,-,-,-,198,603,0.672,-,-,-,-,20230731-CARP-004,20230731-CARP-004-D
7/31/23 14:21,1.69E+12,3886994,7/31/23,14:21:11,FO,165,5,8,0,-,-,-,0.84,-,-,-,-,-,-,5,8,-,-,-,-,-,NA,NA
7/31/23 14:21,1.69E+12,3891041,7/31/23,14:21:15,FO,166,1,4,0,-,-,-,0.84,-,-,-,-,-,-,1,4,-,-,-,-,-,NA,NA
7/31/23 14:32,1.69E+12,4568432,7/31/23,14:32:32,FO,167,198,731,0,0.729,0,-,0.84,-,-,-,-,-,-,198,731,0.729,-,-,-,-,20230731-CARP-005,20230731-CARP-005-A
7/31/23 14:32,1.69E+12,4586080,7/31/23,14:32:50,FO,168,232,816,0,0.716,0,-,0.84,-,-,-,-,-,-,232,816,0.716,-,-,-,-,20230731-CARP-005,20230731-CARP-005-A
7/31/23 14:33,1.69E+12,4608617,7/31/23,14:33:13,FO,169,233,849,0,0.726,0,-,0.84,-,-,-,-,-,-,233,849,0.726,-,-,-,-,20230731-CARP-005,20230731-CARP-005-A
7/31/23 14:33,1.69E+12,4622338,7/31/23,14:33:26,FO,170,194,737,0,0.737,0,-,0.84,-,-,-,-,-,-,194,737,0.737,-,-,-,-,20230731-CARP-005,20230731-CARP-005-A
7/31/23 14:33,1.69E+12,4632657,7/31/23,14:33:37,FO,171,168,651,0,0.742,0,-,0.84,-,-,-,-,-,-,168,651,0.742,-,-,-,-,20230731-CARP-005,20230731-CARP-005-A
7/31/23 14:33,1.69E+12,4642170,7/31/23,14:33:46,FO,172,201,730,0,0.725,0,-,0.84,-,-,-,-,-,-,201,730,0.725,-,-,-,-,20230731-CARP-005,20230731-CARP-005-A
7/31/23 14:34,1.69E+12,4655357,7/31/23,14:33:59,FO,173,188,732,0,0.743,0,-,0.84,-,-,-,-,-,-,188,732,0.743,-,-,-,-,20230731-CARP-005,20230731-CARP-005-A
7/31/23 14:34,1.69E+12,4675792,7/31/23,14:34:20,FO,174,210,810,0,0.741,0,-,0.84,-,-,-,-,-,-,210,810,0.741,-,-,-,-,20230731-CARP-005,20230731-CARP-005-A
7/31/23 14:34,1.69E+12,4694726,7/31/23,14:34:39,FO,175,197,720,0,0.726,0,-,0.84,-,-,-,-,-,-,197,720,0.726,-,-,-,-,20230731-CARP-005,20230731-CARP-005-A
7/31/23 14:34,1.69E+12,4704900,7/31/23,14:34:49,FO,176,222,810,0,0.726,0,-,0.84,-,-,-,-,-,-,222,810,0.726,-,-,-,-,20230731-CARP-005,20230731-CARP-005-A
7/31/23 14:34,1.69E+12,4714318,7/31/23,14:34:58,FO,177,2,4,0,-,-,-,0.84,-,-,-,-,-,-,2,4,-,-,-,-,-,NA,NA
7/31/23 14:35,1.69E+12,4718144,7/31/23,14:35:02,FO,178,5,6,0,-,-,-,0.84,-,-,-,-,-,-,5,6,-,-,-,-,-,NA,NA
7/31/23 14:35,1.69E+12,4733413,7/31/23,14:35:17,FO,179,179,625,0,0.714,0,-,0.84,-,-,-,-,-,-,179,625,0.714,-,-,-,-,20230731-CARP-005,20230731-CARP-005-B
7/31/23 14:35,1.69E+12,4745625,7/31/23,14:35:30,FO,180,58,176,0,0.67,0,-,0.84,-,-,-,-,-,-,58,176,0.67,-,-,-,-,20230731-CARP-005,20230731-CARP-005-B
7/31/23 14:35,1.69E+12,4765482,7/31/23,14:35:49,FO,181,178,566,0,0.686,0,-,0.84,-,-,-,-,-,-,178,566,0.686,-,-,-,-,20230731-CARP-005,20230731-CARP-005-B
7/31/23 14:36,1.69E+12,4777906,7/31/23,14:36:02,FO,182,203,650,0,0.688,0,-,0.84,-,-,-,-,-,-,203,650,0.688,-,-,-,-,20230731-CARP-005,20230731-CARP-005-B
7/31/23 14:36,1.69E+12,4788579,7/31/23,14:36:13,FO,183,162,532,0,0.695,0,-,0.84,-,-,-,-,-,-,162,532,0.695,-,-,-,-,20230731-CARP-005,20230731-CARP-005-B
7/31/23 14:36,1.69E+12,4800857,7/31/23,14:36:25,FO,184,196,718,0,0.727,0,-,0.84,-,-,-,-,-,-,196,718,0.727,-,-,-,-,20230731-CARP-005,20230731-CARP-005-B
7/31/23 14:36,1.69E+12,4811777,7/31/23,14:36:36,FO,185,166,515,0,0.678,0,-,0.84,-,-,-,-,-,-,166,515,0.678,-,-,-,-,20230731-CARP-005,20230731-CARP-005-B
7/31/23 14:36,1.69E+12,4822141,7/31/23,14:36:46,FO,186,164,516,0,0.682,0,-,0.84,-,-,-,-,-,-,164,516,0.682,-,-,-,-,20230731-CARP-005,20230731-CARP-005-B
7/31/23 14:36,1.69E+12,4833379,7/31/23,14:36:57,FO,187,213,682,0,0.688,0,-,0.84,-,-,-,-,-,-,213,682,0.688,-,-,-,-,20230731-CARP-005,20230731-CARP-005-B
7/31/23 14:37,1.69E+12,4841751,7/31/23,14:37:06,FO,188,173,599,0,0.711,0,-,0.84,-,-,-,-,-,-,173,599,0.711,-,-,-,-,20230731-CARP-005,20230731-CARP-005-B
7/31/23 14:37,1.69E+12,4856865,7/31/23,14:37:21,FO,189,2,6,0,-,-,-,0.84,-,-,-,-,-,-,2,6,-,-,-,-,-,NA,NA
7/31/23 14:37,1.69E+12,4860758,7/31/23,14:37:25,FO,190,2,3,0,-,-,-,0.84,-,-,-,-,-,-,2,3,-,-,-,-,-,NA,NA
7/31/23 14:37,1.69E+12,4879911,7/31/23,14:37:44,FO,191,185,626,0,0.704,0,-,0.84,-,-,-,-,-,-,185,626,0.704,-,-,-,-,20230731-CARP-005,20230731-CARP-005-C
7/31/23 14:37,1.69E+12,4892778,7/31/23,14:37:57,FO,192,149,522,0,0.715,0,-,0.84,-,-,-,-,-,-,149,522,0.715,-,-,-,-,20230731-CARP-005,20230731-CARP-005-C
7/31/23 14:38,1.69E+12,4901767,7/31/23,14:38:06,FO,193,193,747,0,0.742,0,-,0.84,-,-,-,-,-,-,193,747,0.742,-,-,-,-,20230731-CARP-005,20230731-CARP-005-C
7/31/23 14:38,1.69E+12,4911359,7/31/23,14:38:15,FO,194,181,686,0,0.736,0,-,0.84,-,-,-,-,-,-,181,686,0.736,-,-,-,-,20230731-CARP-005,20230731-CARP-005-C
7/31/23 14:38,1.69E+12,4921665,7/31/23,14:38:26,FO,195,173,610,0,0.716,0,-,0.84,-,-,-,-,-,-,173,610,0.716,-,-,-,-,20230731-CARP-005,20230731-CARP-005-C
7/31/23 14:38,1.69E+12,4939447,7/31/23,14:38:43,FO,196,183,613,0,0.701,0,-,0.84,-,-,-,-,-,-,183,613,0.701,-,-,-,-,20230731-CARP-005,20230731-CARP-005-C
7/31/23 14:38,1.69E+12,4953813,7/31/23,14:38:58,FO,197,181,613,0,0.705,0,-,0.84,-,-,-,-,-,-,181,613,0.705,-,-,-,-,20230731-CARP-005,20230731-CARP-005-C
7/31/23 14:39,1.69E+12,4963782,7/31/23,14:39:08,FO,198,198,668,0,0.704,0,-,0.84,-,-,-,-,-,-,198,668,0.704,-,-,-,-,20230731-CARP-005,20230731-CARP-005-C
7/31/23 14:39,1.69E+12,4973808,7/31/23,14:39:18,FO,199,181,643,0,0.719,0,-,0.84,-,-,-,-,-,-,181,643,0.719,-,-,-,-,20230731-CARP-005,20230731-CARP-005-C
7/31/23 14:39,1.69E+12,4980918,7/31/23,14:39:25,FO,200,1,6,0,-,-,-,0.84,-,-,-,-,-,-,1,6,-,-,-,-,-,NA,NA
7/31/23 14:39,1.69E+12,4985015,7/31/23,14:39:29,FO,201,3,6,0,-,-,-,0.84,-,-,-,-,-,-,3,6,-,-,-,-,-,NA,NA
7/31/23 14:46,1.69E+12,5387655,7/31/23,14:46:12,FO,202,214,410,0,0.478,0,-,0.84,-,-,-,-,-,-,214,410,0.478,-,-,-,-,20230731-CARP-006,20230731-CARP-006-A
7/31/23 14:46,1.69E+12,5402088,7/31/23,14:46:26,FO,203,257,457,0,0.438,0,-,0.84,-,-,-,-,-,-,257,457,0.438,-,-,-,-,20230731-CARP-006,20230731-CARP-006-A
7/31/23 14:46,1.69E+12,5412795,7/31/23,14:46:37,FO,204,148,241,0,0.386,0,-,0.84,-,-,-,-,-,-,148,241,0.386,-,-,-,-,20230731-CARP-006,20230731-CARP-006-A
7/31/23 14:46,1.69E+12,5427065,7/31/23,14:46:51,FO,205,263,530,0,0.504,0,-,0.84,-,-,-,-,-,-,263,530,0.504,-,-,-,-,20230731-CARP-006,20230731-CARP-006-A
7/31/23 14:47,1.69E+12,5435564,7/31/23,14:47:00,FO,206,221,393,0,0.438,0,-,0.84,-,-,-,-,-,-,221,393,0.438,-,-,-,-,20230731-CARP-006,20230731-CARP-006-A
7/31/23 14:47,1.69E+12,5444049,7/31/23,14:47:08,FO,207,242,431,0,0.439,0,-,0.84,-,-,-,-,-,-,242,431,0.439,-,-,-,-,20230731-CARP-006,20230731-CARP-006-A
7/31/23 14:47,1.69E+12,5454059,7/31/23,14:47:18,FO,208,293,508,0,0.423,0,-,0.84,-,-,-,-,-,-,293,508,0.423,-,-,-,-,20230731-CARP-006,20230731-CARP-006-A
7/31/23 14:47,1.69E+12,5467895,7/31/23,14:47:32,FO,209,194,368,0,0.473,0,-,0.84,-,-,-,-,-,-,194,368,0.473,-,-,-,-,20230731-CARP-006,20230731-CARP-006-A
7/31/23 14:47,1.69E+12,5481351,7/31/23,14:47:45,FO,210,120,235,0,0.489,0,-,0.84,-,-,-,-,-,-,120,235,0.489,-,-,-,-,20230731-CARP-006,20230731-CARP-006-A
7/31/23 14:48,1.69E+12,5502406,7/31/23,14:48:06,FO,211,238,500,0,0.524,0,-,0.84,-,-,-,-,-,-,238,500,0.524,-,-,-,-,20230731-CARP-006,20230731-CARP-006-A
7/31/23 14:48,1.69E+12,5515549,7/31/23,14:48:20,FO,212,209,387,0,0.46,0,-,0.84,-,-,-,-,-,-,209,387,0.46,-,-,-,-,20230731-CARP-006,20230731-CARP-006-A
7/31/23 14:48,1.69E+12,5536831,7/31/23,14:48:41,FO,213,4,5,0,-,-,-,0.84,-,-,-,-,-,-,4,5,-,-,-,-,-,NA,NA
7/31/23 14:48,1.69E+12,5544375,7/31/23,14:48:48,FO,214,2,4,0,-,-,-,0.84,-,-,-,-,-,-,2,4,-,-,-,-,-,NA,NA
7/31/23 14:49,1.69E+12,5567773,7/31/23,14:49:12,FO,215,248,470,0,0.472,0,-,0.84,-,-,-,-,-,-,248,470,0.472,-,-,-,-,20230731-CARP-006,20230731-CARP-006-B
7/31/23 14:49,1.69E+12,5581750,7/31/23,14:49:26,FO,216,193,336,0,0.426,0,-,0.84,-,-,-,-,-,-,193,336,0.426,-,-,-,-,20230731-CARP-006,20230731-CARP-006-B
7/31/23 14:49,1.69E+12,5597455,7/31/23,14:49:41,FO,217,241,465,0,0.482,0,-,0.84,-,-,-,-,-,-,241,465,0.482,-,-,-,-,20230731-CARP-006,20230731-CARP-006-B
7/31/23 14:49,1.69E+12,5607984,7/31/23,14:49:52,FO,218,230,357,0,0.356,0,-,0.84,-,-,-,-,-,-,230,357,0.356,-,-,-,-,20230731-CARP-006,20230731-CARP-006-B
7/31/23 14:50,1.69E+12,5619072,7/31/23,14:50:03,FO,219,174,310,0,0.439,0,-,0.84,-,-,-,-,-,-,174,310,0.439,-,-,-,-,20230731-CARP-006,20230731-CARP-006-B
7/31/23 14:50,1.69E+12,5630632,7/31/23,14:50:15,FO,220,170,308,0,0.448,0,-,0.84,-,-,-,-,-,-,170,308,0.448,-,-,-,-,20230731-CARP-006,20230731-CARP-006-B
7/31/23 14:50,1.69E+12,5637168,7/31/23,14:50:21,FO,221,5,7,0,-,-,-,0.84,-,-,-,-,-,-,5,7,-,-,-,-,-,NA,NA
7/31/23 14:50,1.69E+12,5641391,7/31/23,14:50:25,FO,222,6,6,0,-,-,-,0.84,-,-,-,-,-,-,6,6,-,-,-,-,-,NA,NA
7/31/23 14:50,1.69E+12,5656479,7/31/23,14:50:40,FO,223,239,461,0,0.482,0,-,0.84,-,-,-,-,-,-,239,461,0.482,-,-,-,-,20230731-CARP-006,20230731-CARP-006-C
7/31/23 14:50,1.69E+12,5667611,7/31/23,14:50:52,FO,224,135,271,0,0.502,0,-,0.84,-,-,-,-,-,-,135,271,0.502,-,-,-,-,20230731-CARP-006,20230731-CARP-006-C
7/31/23 14:51,1.69E+12,5680484,7/31/23,14:51:04,FO,225,69,146,0,0.527,0,-,0.84,-,-,-,-,-,-,69,146,0.527,-,-,-,-,20230731-CARP-006,20230731-CARP-006-C
7/31/23 14:51,1.69E+12,5690337,7/31/23,14:51:14,FO,226,203,410,0,0.505,0,-,0.84,-,-,-,-,-,-,203,410,0.505,-,-,-,-,20230731-CARP-006,20230731-CARP-006-C
7/31/23 14:51,1.69E+12,5700476,7/31/23,14:51:24,FO,227,241,464,0,0.481,0,-,0.84,-,-,-,-,-,-,241,464,0.481,-,-,-,-,20230731-CARP-006,20230731-CARP-006-C
7/31/23 14:51,1.69E+12,5709676,7/31/23,14:51:34,FO,228,261,484,0,0.461,0,-,0.84,-,-,-,-,-,-,261,484,0.461,-,-,-,-,20230731-CARP-006,20230731-CARP-006-C
7/31/23 14:51,1.69E+12,5715278,7/31/23,14:51:39,FO,229,5,6,0,-,-,-,0.84,-,-,-,-,-,-,5,6,-,-,-,-,-,NA,NA
7/31/23 14:51,1.69E+12,5719518,7/31/23,14:51:44,FO,230,4,5,0,-,-,-,0.84,-,-,-,-,-,-,4,5,-,-,-,-,-,NA,NA
7/31/23 14:52,1.69E+12,5736359,7/31/23,14:52:00,FO,231,183,356,0,0.486,0,-,0.84,-,-,-,-,-,-,183,356,0.486,-,-,-,-,20230731-CARP-006,20230731-CARP-006-D
7/31/23 14:52,1.69E+12,5755771,7/31/23,14:52:20,FO,232,230,437,0,0.474,0,-,0.84,-,-,-,-,-,-,230,437,0.474,-,-,-,-,20230731-CARP-006,20230731-CARP-006-D
7/31/23 14:52,1.69E+12,5765927,7/31/23,14:52:30,FO,233,268,560,0,0.521,0,-,0.84,-,-,-,-,-,-,268,560,0.521,-,-,-,-,20230731-CARP-006,20230731-CARP-006-D
7/31/23 14:52,1.69E+12,5775123,7/31/23,14:52:39,FO,234,147,286,0,0.486,0,-,0.84,-,-,-,-,-,-,147,286,0.486,-,-,-,-,20230731-CARP-006,20230731-CARP-006-D
7/31/23 14:52,1.69E+12,5784832,7/31/23,14:52:49,FO,235,154,327,0,0.529,0,-,0.84,-,-,-,-,-,-,154,327,0.529,-,-,-,-,20230731-CARP-006,20230731-CARP-006-D
7/31/23 14:52,1.69E+12,5792881,7/31/23,14:52:57,FO,236,226,418,0,0.459,0,-,0.84,-,-,-,-,-,-,226,418,0.459,-,-,-,-,20230731-CARP-006,20230731-CARP-006-D
7/31/23 14:53,1.69E+12,5797667,7/31/23,14:53:02,FO,237,1,4,0,-,-,-,0.84,-,-,-,-,-,-,1,4,-,-,-,-,-,NA,NA
7/31/23 14:53,1.69E+12,5801520,7/31/23,14:53:06,FO,238,3,4,0,-,-,-,0.84,-,-,-,-,-,-,3,4,-,-,-,-,-,NA,NA
7/31/23 14:59,1.69E+12,6160976,7/31/23,14:59:05,FO,239,148,615,0,0.759,0,-,0.84,-,-,-,-,-,-,148,615,0.759,-,-,-,-,20230731-CARP-007,20230731-CARP-007-A
7/31/23 14:59,1.69E+12,6170908,7/31/23,14:59:15,FO,240,159,613,0,0.741,0,-,0.84,-,-,-,-,-,-,159,613,0.741,-,-,-,-,20230731-CARP-007,20230731-CARP-007-A
7/31/23 14:59,1.69E+12,6184806,7/31/23,14:59:29,FO,241,154,649,0,0.763,0,-,0.84,-,-,-,-,-,-,154,649,0.763,-,-,-,-,20230731-CARP-007,20230731-CARP-007-A
7/31/23 14:59,1.69E+12,6196622,7/31/23,14:59:41,FO,242,212,803,0,0.736,0,-,0.84,-,-,-,-,-,-,212,803,0.736,-,-,-,-,20230731-CARP-007,20230731-CARP-007-A
7/31/23 14:59,1.69E+12,6210293,7/31/23,14:59:54,FO,243,13,34,0,-,-,-,0.84,-,-,-,-,-,-,13,34,0.618,-,-,-,-,20230731-CARP-007,20230731-CARP-007-A
7/31/23 15:00,1.69E+12,6221140,7/31/23,15:00:05,FO,244,178,648,0,0.725,0,-,0.84,-,-,-,-,-,-,178,648,0.725,-,-,-,-,20230731-CARP-007,20230731-CARP-007-A
7/31/23 15:00,1.69E+12,6230251,7/31/23,15:00:14,FO,245,196,744,0,0.737,0,-,0.84,-,-,-,-,-,-,196,744,0.737,-,-,-,-,20230731-CARP-007,20230731-CARP-007-A
7/31/23 15:00,1.69E+12,6245979,7/31/23,15:00:30,FO,246,162,627,0,0.742,0,-,0.84,-,-,-,-,-,-,162,627,0.742,-,-,-,-,20230731-CARP-007,20230731-CARP-007-A
7/31/23 15:00,1.69E+12,6256124,7/31/23,15:00:40,FO,247,221,648,0,0.659,0,-,0.84,-,-,-,-,-,-,221,648,0.659,-,-,-,-,20230731-CARP-007,20230731-CARP-007-A
7/31/23 15:00,1.69E+12,6271824,7/31/23,15:00:56,FO,248,235,696,0,0.662,0,-,0.84,-,-,-,-,-,-,235,696,0.662,-,-,-,-,20230731-CARP-007,20230731-CARP-007-A
7/31/23 15:01,1.69E+12,6277746,7/31/23,15:01:02,FO,249,3,6,0,-,-,-,0.84,-,-,-,-,-,-,3,6,-,-,-,-,-,NA,NA
7/31/23 15:01,1.69E+12,6282549,7/31/23,15:01:07,FO,250,9,9,0,-,-,-,0.84,-,-,-,-,-,-,9,9,-,-,-,-,-,NA,NA
7/31/23 15:01,1.69E+12,6321559,7/31/23,15:01:46,FO,251,158,558,0,0.717,0,-,0.84,-,-,-,-,-,-,158,558,0.717,-,-,-,-,20230731-CARP-007,20230731-CARP-007-B
7/31/23 15:02,1.69E+12,6336452,7/31/23,15:02:00,FO,252,183,646,0,0.717,0,-,0.84,-,-,-,-,-,-,183,646,0.717,-,-,-,-,20230731-CARP-007,20230731-CARP-007-B
7/31/23 15:02,1.69E+12,6348564,7/31/23,15:02:13,FO,253,213,766,0,0.722,0,-,0.84,-,-,-,-,-,-,213,766,0.722,-,-,-,-,20230731-CARP-007,20230731-CARP-007-B
7/31/23 15:02,1.69E+12,6360391,7/31/23,15:02:24,FO,254,189,747,0,0.747,0,-,0.84,-,-,-,-,-,-,189,747,0.747,-,-,-,-,20230731-CARP-007,20230731-CARP-007-B
7/31/23 15:02,1.69E+12,6369707,7/31/23,15:02:34,FO,255,183,699,0,0.738,0,-,0.84,-,-,-,-,-,-,183,699,0.738,-,-,-,-,20230731-CARP-007,20230731-CARP-007-B
7/31/23 15:02,1.69E+12,6381314,7/31/23,15:02:45,FO,256,203,678,0,0.701,0,-,0.84,-,-,-,-,-,-,203,678,0.701,-,-,-,-,20230731-CARP-007,20230731-CARP-007-B
7/31/23 15:02,1.69E+12,6390461,7/31/23,15:02:54,FO,257,189,628,0,0.699,0,-,0.84,-,-,-,-,-,-,189,628,0.699,-,-,-,-,20230731-CARP-007,20230731-CARP-007-B
7/31/23 15:03,1.69E+12,6403713,7/31/23,15:03:08,FO,258,160,550,0,0.709,0,-,0.84,-,-,-,-,-,-,160,550,0.709,-,-,-,-,20230731-CARP-007,20230731-CARP-007-B
7/31/23 15:03,1.69E+12,6412354,7/31/23,15:03:16,FO,259,139,452,0,0.692,0,-,0.84,-,-,-,-,-,-,139,452,0.692,-,-,-,-,20230731-CARP-007,20230731-CARP-007-B
7/31/23 15:03,1.69E+12,6417940,7/31/23,15:03:22,FO,260,0,4,0,-,-,-,0.84,-,-,-,-,-,-,0,4,-,-,-,-,-,NA,NA
7/31/23 15:03,1.69E+12,6422179,7/31/23,15:03:26,FO,261,11,11,0,-,-,-,0.84,-,-,-,-,-,-,11,11,0,-,-,-,-,NA,NA
7/31/23 15:03,1.69E+12,6432506,7/31/23,15:03:36,FO,262,4,5,0,-,-,-,0.84,-,-,-,-,-,-,4,5,-,-,-,-,-,NA,NA
7/31/23 15:10,1.69E+12,6847931,7/31/23,15:10:32,FO,263,197,416,0,0.526,0,-,0.84,-,-,-,-,-,-,197,416,0.526,-,-,-,-,20230731-CARP-008,20230731-CARP-008-A
7/31/23 15:10,1.69E+12,6855341,7/31/23,15:10:39,FO,264,274,526,0,0.479,0,-,0.84,-,-,-,-,-,-,274,526,0.479,-,-,-,-,20230731-CARP-008,20230731-CARP-008-A
7/31/23 15:10,1.69E+12,6869627,7/31/23,15:10:54,FO,265,313,447,0,0.3,0,-,0.84,-,-,-,-,-,-,313,447,0.3,-,-,-,-,20230731-CARP-008,20230731-CARP-008-A
7/31/23 15:11,1.69E+12,6877339,7/31/23,15:11:01,FO,266,302,487,0,0.38,0,-,0.84,-,-,-,-,-,-,302,487,0.38,-,-,-,-,20230731-CARP-008,20230731-CARP-008-A
7/31/23 15:11,1.69E+12,6887073,7/31/23,15:11:11,FO,267,186,347,0,0.464,0,-,0.84,-,-,-,-,-,-,186,347,0.464,-,-,-,-,20230731-CARP-008,20230731-CARP-008-A
7/31/23 15:11,1.69E+12,6894907,7/31/23,15:11:19,FO,268,197,319,0,0.382,0,-,0.84,-,-,-,-,-,-,197,319,0.382,-,-,-,-,20230731-CARP-008,20230731-CARP-008-A
